"age","c_charge_degree","c_charge_desc","race","score_text","sex","priors_count","juv_fel_count","juv_misd_count","juv_other_count","decile_score","two_year_recid","length_of_stay","priors_1","priors_234","priors_5plus","juv_fel_1plus","juv_misd_1plus","juv_other_1plus","charge_any_drug","charge_any_violence_aggression","charge_any_theft","length_of_stay_thresh"
27,"F","arrest case no charge","African-American","Low","Male",4,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1
37,"F","arrest case no charge","African-American","Low","Female",2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
20,"F","Possession Burglary Tools","African-American","High","Male",0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,1,3
22,"F","Poss3,4 Methylenedioxymethcath","Hispanic","Medium","Male",0,0,0,1,7,0,2,0,0,0,0,0,1,1,0,0,2
52,"F","Burglary Conveyance Unoccup","African-American","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
23,"F","Carrying Concealed Firearm","African-American","Low","Female",0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,4
48,"F","Aggravated Assault W/Dead Weap","African-American","Low","Female",0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2
25,"F","Deliver 3,4 Methylenediox","Caucasian","Medium","Male",0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
27,"F","Grand Theft in the 3rd Degree","Caucasian","Medium","Male",0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,1,2
30,"F","Unauth Poss ID Card or DL","African-American","Medium","Male",11,0,0,0,7,1,1,0,0,1,0,0,0,0,0,0,1
22,"M","Battery","African-American","High","Male",3,0,1,1,10,1,1,0,1,0,0,1,1,0,1,0,1
22,"F","Pos Cannabis W/Intent Sel/Del","Caucasian","Low","Female",1,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,1
41,"M","Battery on Law Enforc Officer","African-American","Low","Female",2,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,1
25,"F","Aggravated Assault W/Dead Weap","Other","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
52,"F","Possession of Cocaine","African-American","Medium","Male",3,0,0,0,6,1,25,0,1,0,0,0,0,1,0,0,25
43,"F","Felony Battery (Dom Strang)","African-American","Low","Male",0,0,0,0,1,0,41,0,0,0,0,0,0,0,1,0,30
37,"F","arrest case no charge","Caucasian","Low","Male",3,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,3
70,"M","Battery","Caucasian","Low","Male",1,0,0,0,1,0,13,1,0,0,0,0,0,0,1,0,13
46,"F","arrest case no charge","Caucasian","Low","Male",3,0,0,0,4,0,14,0,1,0,0,0,0,0,0,0,14
21,"M","Petit Theft","African-American","High","Male",0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,1,1
26,"M","Battery","African-American","High","Male",1,0,0,0,8,1,2,1,0,0,0,0,0,0,1,0,2
38,"F","Crim Use of Personal ID Info","Hispanic","Low","Male",3,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,2
34,"M","Battery","Caucasian","Low","Male",5,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,1
34,"M","Driving License Suspended","African-American","Low","Male",5,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1
23,"F","Aggravated Assault W/Dead Weap","Caucasian","Medium","Male",0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,0,1
34,"F","Possession of Oxycodone","African-American","Low","Male",5,0,0,0,4,1,3,0,0,1,0,0,0,1,0,0,3
39,"F","Aggravated Battery / Pregnant","African-American","Low","Male",6,0,0,0,3,1,3,0,0,1,0,0,0,0,1,0,3
24,"F","Failure To Return Hired Vehicle","Other","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
58,"F","Agg Fleeing/Eluding High Speed","Caucasian","Low","Male",2,0,0,0,3,0,2,0,1,0,0,0,0,0,1,0,2
21,"M","Battery","African-American","Medium","Female",0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,1
23,"M","Possess Cannabis/20 Grams Or Less","African-American","High","Male",4,0,0,1,8,1,11,0,1,0,0,0,1,1,0,0,11
62,"F","False Imprisonment","Caucasian","Low","Male",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2
37,"F","Battery on Law Enforc Officer","Caucasian","Low","Male",5,0,0,0,3,0,11,0,0,1,0,0,0,0,1,0,11
43,"F","Grand Theft in the 3rd Degree","Other","Low","Male",2,0,0,0,2,1,8,0,1,0,0,0,0,0,0,1,8
32,"F","Aggrav Battery w/Deadly Weapon","African-American","Low","Female",5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23,"F","Burglary Conveyance Unoccup","Hispanic","Low","Male",0,0,0,0,3,0,46,0,0,0,0,0,0,0,0,1,30
27,"M","Battery","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
44,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
28,"M","Battery","Caucasian","Low","Male",3,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,1
42,"F","Possession of Cocaine","Caucasian","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1
24,"F","Resist Officer w/Violence","Other","High","Male",9,0,1,0,10,1,5,0,0,1,0,1,0,0,1,0,5
27,"F","Aggrav Battery w/Deadly Weapon","African-American","Low","Male",0,0,0,0,2,0,17,0,0,0,0,0,0,0,1,0,17
20,"F","Grand Theft (Motor Vehicle)","African-American","High","Male",0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,1
51,"M","Battery on Law Enforc Officer","Caucasian","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
56,"M","Battery On Parking Enfor Speci","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
29,"F","arrest case no charge","African-American","High","Male",7,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,1
20,"F","Grand Theft in the 3rd Degree","African-American","High","Male",0,0,0,0,9,1,210,0,0,0,0,0,0,0,0,1,30
27,"F","arrest case no charge","Caucasian","Medium","Male",8,0,0,0,5,0,68,0,0,1,0,0,0,0,0,0,30
24,"F","Burglary Structure Unoccup","African-American","High","Male",2,0,1,0,9,1,19,0,1,0,0,1,0,0,0,1,19
53,"F","Corrupt Public Servant","Caucasian","Medium","Male",36,0,0,0,6,1,33,0,0,1,0,0,0,0,0,0,30
28,"M","Battery","Caucasian","Low","Male",2,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,1
21,"F","Grand Theft in the 3rd Degree","Hispanic","Medium","Male",3,0,1,0,5,0,22,0,1,0,0,1,0,0,0,1,22
36,"F","Aggrav Battery w/Deadly Weapon","African-American","Medium","Female",0,0,0,0,7,0,12,0,0,0,0,0,0,0,1,0,12
25,"M","Petit Theft","Caucasian","Low","Female",2,0,0,0,4,1,1,0,1,0,0,0,0,0,0,1,1
23,"M","Operating W/O Valid License","Hispanic","Low","Female",1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
28,"F","Pos Cannabis W/Intent Sel/Del","Caucasian","Medium","Male",1,0,0,0,5,0,1,1,0,0,0,0,0,1,0,0,1
21,"F","Robbery Sudd Snatch No Weapon","African-American","High","Female",0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,1
36,"M","Viol Injunct Domestic Violence","Caucasian","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1
24,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1
30,"F","arrest case no charge","Other","Low","Male",1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1
29,"F","Aggravated Assault W/Dead Weap","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
30,"M","Battery","Caucasian","Medium","Female",0,0,0,0,6,0,4,0,0,0,0,0,0,0,1,0,4
51,"M","Assault","Hispanic","Low","Male",1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
32,"F","arrest case no charge","African-American","High","Male",12,0,1,0,9,1,2,0,0,1,0,1,0,0,0,0,2
23,"F","Grand Theft in the 3rd Degree","African-American","Medium","Male",1,0,0,1,6,0,1,1,0,0,0,0,1,0,0,1,1
47,"F","Possession Burglary Tools","African-American","Low","Male",3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0
37,"F","Forging Bank Bills/Promis Note","Caucasian","Low","Male",0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,19
19,"F","Poss Pyrrolidinovalerophenone","African-American","High","Male",2,0,2,0,10,1,1,0,1,0,0,1,0,1,0,0,1
27,"M","Battery","Hispanic","High","Male",0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,2
39,"M","Battery","Other","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
21,"F","Possession of Cocaine","Caucasian","Medium","Female",0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0
69,"M","Aggravated Assault W/dead Weap","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
21,"F","arrest case no charge","Caucasian","Medium","Male",2,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,2
26,"M","Battery","African-American","High","Male",6,0,0,1,10,1,4,0,0,1,0,0,1,0,1,0,4
22,"F","Possession of Cocaine","Caucasian","Low","Male",0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
23,"F","Driving While License Revoked","African-American","Medium","Female",0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1
49,"F","Grand Theft (Motor Vehicle)","African-American","Medium","Male",3,0,0,0,5,0,4,0,1,0,0,0,0,0,0,1,4
29,"M","Battery","African-American","Low","Male",2,0,0,1,4,0,51,0,1,0,0,0,1,0,1,0,30
60,"M","Battery","Caucasian","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
23,"F","Poss3,4 Methylenedioxymethcath","African-American","High","Male",3,2,0,0,10,1,0,0,1,0,1,0,0,1,0,0,0
20,"F","arrest case no charge","Other","Low","Female",1,1,0,0,4,0,3,1,0,0,1,0,0,0,0,0,3
36,"F","Felony/Driving Under Influence","Hispanic","Low","Male",1,0,0,0,3,0,95,1,0,0,0,0,0,0,0,0,30
30,"F","Possession of Cocaine","Caucasian","Low","Male",0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,2
21,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",1,0,1,0,3,0,0,1,0,0,0,1,0,0,0,1,0
22,"M","Possess Cannabis/20 Grams Or Less","Caucasian","Medium","Male",2,0,0,0,6,1,1,0,1,0,0,0,0,1,0,0,1
21,"F","arrest case no charge","African-American","High","Male",4,0,0,0,9,1,220,0,1,0,0,0,0,0,0,0,30
21,"F","Burglary Structure Unoccup","African-American","Medium","Male",0,0,0,0,5,1,12,0,0,0,0,0,0,0,0,1,12
34,"M","Battery","Caucasian","Low","Male",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
50,"M","Battery","Caucasian","Low","Female",1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
40,"F","arrest case no charge","Caucasian","Medium","Male",0,0,0,0,7,1,8,0,0,0,0,0,0,0,0,0,8
25,"F","Tamper With Witness/Victim/CI","African-American","High","Male",7,0,0,0,8,1,127,0,0,1,0,0,0,0,0,0,30
53,"M","Battery","Caucasian","Low","Female",1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
24,"F","Aggravated Assault W/Dead Weap","African-American","Low","Female",0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1
42,"F","arrest case no charge","African-American","Low","Male",1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,4
28,"M","Battery","African-American","Low","Male",1,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,2
26,"F","Robbery / No Weapon","African-American","High","Male",6,1,1,0,8,1,1,0,0,1,1,1,0,0,0,0,1
22,"F","Grand Theft in the 3rd Degree","African-American","High","Male",4,0,0,0,9,1,260,0,1,0,0,0,0,0,0,1,30
21,"M","arrest case no charge","Caucasian","Medium","Male",3,0,0,0,7,0,6,0,1,0,0,0,0,0,0,0,6
37,"F","Battery on Law Enforc Officer","African-American","High","Male",23,0,0,0,9,1,17,0,0,1,0,0,0,0,1,0,17
35,"F","Possession of Cannabis","African-American","Medium","Male",2,0,0,0,5,0,5,0,1,0,0,0,0,1,0,0,5
53,"F","Felony Driving While Lic Suspd","African-American","Low","Male",2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
29,"F","Possession of Cocaine","African-American","Low","Male",7,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,1
48,"F","Felony Petit Theft","Caucasian","High","Male",23,1,0,0,8,1,361,0,0,1,1,0,0,0,0,1,30
52,"M","Battery","Caucasian","Low","Female",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27,"F","Driving While License Revoked","African-American","High","Male",12,0,0,0,8,1,32,0,0,1,0,0,0,0,0,0,30
28,"F","arrest case no charge","African-American","High","Male",5,0,0,0,9,0,51,0,0,1,0,0,0,0,0,0,30
33,"M","Battery","Caucasian","Low","Male",3,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0
28,"F","arrest case no charge","Hispanic","Low","Female",0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2
36,"F","Throw Deadly Missile Into Veh","African-American","Medium","Male",14,0,0,0,7,1,1,0,0,1,0,0,0,0,0,0,1
29,"F","Aggravated Battery / Pregnant","African-American","Medium","Male",2,1,0,0,5,0,2,0,1,0,1,0,0,0,1,0,2
22,"M","Unlaw Use False Name/Identity","African-American","High","Male",0,0,0,1,9,1,21,0,0,0,0,0,1,0,0,0,21
25,"F","Resist Officer w/Violence","Caucasian","Low","Male",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
56,"F","Driving While License Revoked","African-American","Low","Male",5,0,0,0,3,0,12,0,0,1,0,0,0,0,0,0,12
27,"F","Aggravated Battery / Pregnant","African-American","High","Male",9,0,0,0,8,1,52,0,0,1,0,0,0,0,1,0,30
52,"F","Grand Theft in the 3rd Degree","Caucasian","Low","Male",4,0,0,0,1,1,7,0,1,0,0,0,0,0,0,1,7
32,"F","Battery on Law Enforc Officer","African-American","Low","Male",3,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1
60,"F","arrest case no charge","Other","Low","Male",4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
23,"M","Exposes Culpable Negligence","Hispanic","Low","Male",1,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,5
39,"M","Disorderly Intoxication","Caucasian","Medium","Female",0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1
56,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
22,"F","Poss3,4 Methylenedioxymethcath","African-American","Medium","Female",0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
53,"F","arrest case no charge","African-American","Medium","Male",11,0,0,0,6,0,110,0,0,1,0,0,0,0,0,0,30
25,"M","Driving Under The Influence","Caucasian","Low","Male",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
21,"M","Battery","Hispanic","Low","Male",0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
22,"F","Leaving the Scene of Accident","Caucasian","Low","Male",0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2
58,"M","DUI Property Damage/Injury","Caucasian","Low","Female",2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
31,"M","Aggravated Battery / Pregnant","African-American","Low","Male",7,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,1
22,"F","False Ownership Info/Pawn Item","Caucasian","Medium","Male",1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,1
28,"F","Uttering a Forged Instrument","African-American","Medium","Male",8,0,0,0,6,1,3,0,0,1,0,0,0,0,0,0,3
42,"F","arrest case no charge","Other","Low","Male",1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2
20,"F","Grand Theft (Motor Vehicle)","African-American","Medium","Male",0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,1,1
29,"M","Battery","Caucasian","Medium","Male",0,0,0,0,6,1,5,0,0,0,0,0,0,0,1,0,5
58,"M","arrest case no charge","African-American","Medium","Male",21,0,0,0,7,1,59,0,0,1,0,0,0,0,0,0,30
22,"F","Grand Theft in the 3rd Degree","African-American","Medium","Male",3,0,0,0,7,0,106,0,1,0,0,0,0,0,0,1,30
48,"M","Operating W/O Valid License","Hispanic","Low","Male",1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
37,"F","Crimin Mischief Damage $1000+","Caucasian","Low","Male",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
57,"F","Felony Petit Theft","African-American","Medium","Male",1,0,0,0,5,1,26,1,0,0,0,0,0,0,0,1,26
27,"M","Fleeing or Eluding a LEO","Caucasian","Low","Male",3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26,"F","Burglary Unoccupied Dwelling","African-American","Low","Male",3,0,0,0,4,0,33,0,1,0,0,0,0,0,0,1,30
24,"F","Poss3,4 Methylenedioxymethcath","Caucasian","High","Male",3,0,1,1,8,1,0,0,1,0,0,1,1,1,0,0,0
33,"F","Aggravated Battery / Pregnant","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
29,"F","arrest case no charge","African-American","Medium","Male",2,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,1
24,"F","Grand Theft in the 3rd Degree","African-American","High","Female",3,0,0,0,10,1,1,0,1,0,0,0,0,0,0,1,1
19,"F","Felony Battery (Dom Strang)","Caucasian","High","Male",1,0,0,1,10,1,32,1,0,0,0,0,1,0,1,0,30
36,"M","Battery","Caucasian","Low","Male",2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
24,"F","Poss3,4 Methylenedioxymethcath","Caucasian","Medium","Female",0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34,"M","DUI Level 0.15 Or Minor In Veh","Caucasian","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,"F","arrest case no charge","Hispanic","Medium","Male",2,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1
20,"F","arrest case no charge","African-American","High","Male",1,1,0,1,10,1,1,1,0,0,1,0,1,0,0,0,1
24,"M","Battery","African-American","Low","Male",1,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,2
61,"F","arrest case no charge","Caucasian","Low","Male",4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2
50,"F","Aggravated Assault W/Dead Weap","African-American","Low","Female",3,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
30,"M","Battery","African-American","Low","Male",1,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,4
38,"F","Possession of Cannabis","African-American","Low","Male",5,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,1
24,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
46,"F","Grand Theft in the 3rd Degree","African-American","High","Female",2,0,0,0,10,1,10,0,1,0,0,0,0,0,0,1,10
41,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,4
20,"F","Possession of Cocaine","Other","High","Male",0,0,0,1,8,1,22,0,0,0,0,0,1,1,0,0,22
27,"M","Possess Cannabis/20 Grams Or Less","African-American","High","Male",13,0,0,0,8,1,1,0,0,1,0,0,0,1,0,0,1
26,"M","Battery","African-American","Medium","Male",1,0,0,0,6,1,13,1,0,0,0,0,0,0,1,0,13
29,"F","Possession of Ethylone","African-American","Medium","Male",3,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,1
52,"F","Grand Theft in the 3rd Degree","Caucasian","Medium","Male",6,0,0,0,5,1,2,0,0,1,0,0,0,0,0,1,2
28,"F","Agg Battery Grt/Bod/Harm","Caucasian","Low","Male",1,0,0,0,4,1,4,1,0,0,0,0,0,0,1,0,4
55,"F","Felony Petit Theft","African-American","Low","Male",5,0,0,0,3,1,119,0,0,1,0,0,0,0,0,1,30
26,"F","Aggravated Battery","African-American","High","Male",10,1,1,0,9,1,1,0,0,1,1,1,0,0,1,0,1
28,"F","Possession Of Alprazolam","African-American","High","Male",5,0,0,0,10,0,1,0,0,1,0,0,0,1,0,0,1
63,"F","Felony DUI (level 3)","Caucasian","Low","Male",2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,3
42,"F","Aggravated Assault w/Firearm","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
23,"F","Driving While License Revoked","African-American","Medium","Male",6,1,2,2,6,0,1,0,0,1,1,1,1,0,0,0,1
54,"F","Possession of Cocaine","African-American","High","Male",28,0,0,0,9,1,6,0,0,1,0,0,0,1,0,0,6
35,"F","Felony Battery w/Prior Convict","African-American","Medium","Male",8,0,0,1,7,1,10,0,0,1,0,0,1,0,1,0,10
24,"F","arrest case no charge","African-American","High","Female",6,1,0,0,9,1,26,0,0,1,1,0,0,0,0,0,26
54,"M","Battery","African-American","Low","Male",2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
58,"M","DUI Level 0.15 Or Minor In Veh","African-American","Medium","Male",12,0,0,0,6,1,4,0,0,1,0,0,0,0,0,0,4
23,"M","Resist/Obstruct W/O Violence","Caucasian","Medium","Male",1,0,0,1,5,1,0,1,0,0,0,0,1,0,1,0,0
35,"M","Battery","African-American","Low","Male",1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1
20,"F","Fraudulent Use of Credit Card","African-American","High","Male",1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2
51,"F","Felony Battery (Dom Strang)","Caucasian","Low","Male",0,0,0,0,1,0,35,0,0,0,0,0,0,0,1,0,30
24,"F","Poss 3,4 MDMA (Ecstasy)","Hispanic","High","Male",0,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,1
37,"F","Possession of Cocaine","Caucasian","Low","Male",3,0,0,0,2,0,7,0,1,0,0,0,0,1,0,0,7
47,"F","Drivg While Lic Suspd/Revk/Can","Caucasian","Low","Male",3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
34,"F","Possession of Cannabis","Caucasian","Medium","Male",4,0,0,0,6,1,1,0,1,0,0,0,0,1,0,0,1
56,"F","Grand Theft in the 3rd Degree","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
34,"F","Burglary Dwelling Occupied","Hispanic","Low","Male",4,0,0,0,1,1,32,0,1,0,0,0,0,0,0,1,30
59,"F","Burglary Dwelling Assault/Batt","Caucasian","Low","Male",1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
35,"F","Burglary Structure Unoccup","Asian","Medium","Male",0,0,0,0,6,0,101,0,0,0,0,0,0,0,0,1,30
58,"F","Possession Burglary Tools","Hispanic","Low","Male",1,0,0,0,1,0,10,1,0,0,0,0,0,0,0,1,10
29,"M","Driving Under The Influence","Hispanic","Low","Male",2,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1
24,"F","Poss Contr Subst W/o Prescript","Caucasian","High","Female",6,0,0,1,9,1,3,0,0,1,0,0,1,1,0,0,3
21,"M","Assault","Caucasian","High","Male",2,0,0,4,9,1,9,0,1,0,0,0,1,0,1,0,9
50,"F","Driving While License Revoked","Asian","Medium","Male",5,0,0,0,7,1,11,0,0,1,0,0,0,0,0,0,11
26,"F","Cash Item w/Intent to Defraud","African-American","Low","Male",1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1
30,"M","Driving Under The Influence","Caucasian","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
29,"M","Battery","Caucasian","Low","Male",0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,1
54,"M","Battery","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
29,"F","False Ownership Info/Pawn Item","African-American","Low","Male",4,0,0,0,4,1,8,0,1,0,0,0,0,0,0,0,8
59,"M","DUI Property Damage/Injury","Caucasian","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
38,"F","Tampering With Physical Evidence","African-American","Medium","Male",0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1
27,"M","Opert With Susp DL 2nd Offens","Caucasian","Low","Male",1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1
26,"F","Aggravated Assault W/Dead Weap","Hispanic","Medium","Male",7,0,0,0,5,1,1,0,0,1,0,0,0,0,1,0,1
52,"F","False Bomb Report","Hispanic","Low","Male",20,0,0,0,3,0,28,0,0,1,0,0,0,0,0,0,28
66,"F","Crimin Mischief Damage $1000+","African-American","Medium","Male",33,0,0,0,6,1,14,0,0,1,0,0,0,0,0,0,14
27,"F","Possession of Cocaine","Caucasian","Medium","Male",2,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0
51,"M","DUI Property Damage/Injury","Caucasian","Low","Male",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
35,"F","arrest case no charge","Caucasian","Low","Male",1,0,0,0,2,0,74,1,0,0,0,0,0,0,0,0,30
52,"M","Battery","Caucasian","Low","Male",4,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,1
48,"F","Aggravated Assault w/Firearm","Other","Medium","Male",12,0,0,0,5,0,1,0,0,1,0,0,0,0,1,0,1
26,"M","Battery","African-American","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
48,"M","Leave Accd/Attend Veh/Less $50","Caucasian","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
30,"M","Battery","Hispanic","Low","Male",7,0,0,0,4,0,38,0,0,1,0,0,0,0,1,0,30
28,"M","Battery","Other","Low","Male",2,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2
33,"M","Battery","African-American","Low","Male",2,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0
34,"F","Burglary Conveyance Unoccup","African-American","Low","Female",6,0,0,0,4,0,52,0,0,1,0,0,0,0,0,1,30
25,"M","Possess Cannabis/20 Grams Or Less","Other","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,"F","arrest case no charge","African-American","Medium","Male",10,0,0,0,7,1,127,0,0,1,0,0,0,0,0,0,30
29,"F","Poss Contr Subst W/o Prescript","African-American","Medium","Male",5,0,0,0,5,1,2,0,0,1,0,0,0,1,0,0,2
24,"F","Possession of Cocaine","Caucasian","Low","Male",0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1
48,"F","Agg Battery Grt/Bod/Harm","Caucasian","Medium","Male",1,0,0,0,7,1,129,1,0,0,0,0,0,0,1,0,30
52,"M","Fail Register Vehicle","African-American","Medium","Male",4,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1
20,"F","Possession of Ethylone","African-American","Low","Male",0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0
25,"F","Possession of Cocaine","Caucasian","Low","Male",4,0,0,0,4,1,5,0,1,0,0,0,0,1,0,0,5
24,"F","Agg Battery Grt/Bod/Harm","Caucasian","Low","Male",0,0,0,0,2,0,15,0,0,0,0,0,0,0,1,0,15
23,"M","Battery","Caucasian","High","Male",0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,1
27,"F","Felony Battery (Dom Strang)","Caucasian","Low","Male",6,0,1,3,4,0,1,0,0,1,0,1,1,0,1,0,1
